 Code, Item,Brand,Exp.,MRP ,,Discount Price,Discount Percent,Barcode,Manufactureer,Small Image,Large Image,Short Description,Long Description
II8885,PATANJALI LEMON HONEY KANTI SOAP,Patanjali,Jan-19,19,,,,8.90411E+12,,,,,
II8885,PATANJALI LEMON HONEY KANTI SOAP,Patanjali,Aug-18,19,,,,8.90411E+12,,,,,
I14145,PATANJALI LEMON SQUASH 750ML,Patanjali,Dec-19,75,,,,8.90411E+12,,,,,
I14145,PATANJALI LEMON SQUASH 750ML,Patanjali,Jun-17,75,,,,8.90411E+12,,,,,
I14104,PATANJALI LIP BALM,Patanjali,Jan-19,25,,,,8.90411E+12,,,,,
I14463,PATANJALI LITCHI JUICE 65ML,Patanjali,Dec-19,5,,,,8.90411E+12,,,,,
II8875,PATANJALI LITCHI PURE HONEY 500GM,Patanjali,Dec-22,155,,,,8.90411E+12,,,,,
137221,PATANJALI MALKA MASUR DAL 500GM,Patanjali,May-17,54,,,,8.90411E+12,,,,,
I14089,PATANJALI MANGO JUICE 1LTR,Patanjali,Apr-17,85,,,,8.90411E+12,,,,,
I15789,PATANJALI MANGO PANNA 650 ML,Patanjali,,80,,,,8.90411E+12,,,,,
I14089,PATANJALI MANGO JUICE 1LTR,Patanjali,Jan-17,50,,,,8.90411E+12,,,,,
I06116,PATANJALI MARIE BISCUITS 120GM,Patanjali,Dec-19,12,,,,8.90235E+12,,,,,
I14084,PATANJALI MARIE BISCUITS 300GM,Patanjali,Jun-17,30,,,,8.90235E+12,,,,,
I18205,PATANJALI MASALA OATS,Patanjali,Dec-18,15,,,,8.90411E+12,,,,,
I15725,PATANJALI MASALA OATS 200GM,Patanjali,Oct-17,59,,,,8.90411E+12,,,,,
I15725,PATANJALI MASALA OATS 200GM,Patanjali,Dec-19,59,,,,8.90411E+12,,,,,
I18124,PATANJALI MASALA OATS 400GM,Patanjali,Oct-17,110,,,,8.90411E+12,,,,,
I18559,PATANJALI METHI ATTA  1KG,Patanjali,Jun-17,90,,,,8.90411E+12,,,,,
I18994,PATANJALI WHOLE WHEAT ATTA  2KG,Patanjali,,80,,,,8.90411E+12,,,,,
I19429,PATANJALI WHOLE WHEAT ATTA  5KG,Patanjali,,180,,,,8.90411E+12,,,,,
I19864,PATANJALI WHOLE WHEAT ATTA  10 KG,Patanjali,,330,,,,8.90411E+12,,,,,
I01378,PATANJALI MINT TULSI SOAP,Patanjali,Apr-18,24,,,,8.90411E+12,,,,,
I01378,PATANJALI MINT TULSI SOAP,Patanjali,Apr-18,24,,,,8.90411E+12,,,,,
I16572,PATANJALI MISSI ATTA 1KG,Patanjali,Jun-17,65,,,,8.90411E+12,,,,,
I16572,PATANJALI SHARBATI ATTA 1KG,Patanjali,Dec-19,45,,,,8.90411E+12,,,,,
PO0104,PATANJALI MIX DAL 1KG,Patanjali,May-17,130,,,,8.90411E+12,,,,,
PO191,PATANJALI MIX DAL 500GM,Patanjali,May-17,66,,,,8.90411E+12,,,,,
PO191,PATANJALI MIX DAL 500GM,Patanjali,Feb-17,66,,,,8.90411E+12,,,,,
LI318,PATANJALI MIX FRUIT JUICE 1000ML,Patanjali,May-17,85,,,,8.90411E+12,,,,,
